#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
ca_asoiaf_slavepit_1;Tiny Slave Camp;Très petit camp d'esclaves;;;Minúsculo Campo de Esclavos;;;;;;;;;x
buy_slave;Buy Slave;Acheter un esclave;;;Comprar un esclavo;;;;;;;;;x
buy_slave_desc;Buy a new slave from a slave trader.;Acheter un nouvel esclave chez un marchand d'esclaves.;;;Comprar un nuevo esclavo a un mercader de esclavos;;;;;;;;;x
buy_bulk_slaves;Buy Slaves For Your Camps;Acheter des esclaves pour vos camps;;;Comprar esclavos para tus campos de esclavos;;;;;;;;;x
buy_bulk_slaves_desc;Buy one level for your slave camp from a slave trader for 400¤.;Acheter un niveau pour votre camp d'esclaves à un marchand d'esclaves pour 400 pièces d'or.;;;Comprar un nivel para tu campo de esclavos a un mercader de esclavos por 400¤.;;;;;;;;;x
sell_bulk_slaves;Sell Slaves From Your Camps;Vendre des esclaves de vos camps;;;Vender esclavos de tus campos de esclavos;;;;;;;;;x
sell_bulk_slaves_desc;Sell one level of your slave camp to a slave trader for 400¤.;Vendre un niveau de votre camp d'esclave à un marchand d'esclave pour 400 pièces d'or.;;;Vender un nivel de tu campo de esclavos  a un mercader de esclavos por 400¤.;;;;;;;;;x
free_bulk_slaves;Free Slaves In Your Camps;Libérer des esclaves de vos camps;;;Liberar esclavos en tus campos de esclavos;;;;;;;;;x
free_bulk_slaves_desc;Set one level's worth of slaves in your camps free.;Rendre la liberté à un niveau de votre camp d'esclave.;;;Dar la labertad a un nivel de tus campos de esclavos;;;;;;;;;x
open_slave_management_menu;Open Slave Management Menu;Ouvrir le menu de gestion des esclaves;;;Abrir el menú de gestión de esclavos;;;;;;;;;x
open_slave_management_menu_desc;Display decisions related to managing your slaves.;Afficher les décisions relatives à la gestion de vos esclaves.;;;Mostrar las decisiones relativas a la gestión de tus esclavos;;;;;;;;;x
close_slave_management_menu;Close Slave Management Menu;Fermer le menu de gestion des esclaves;;;Cerrar el menú de gestión de esclavos;;;;;;;;;x
close_slave_management_menu_desc;Hide decisions related to managing your slaves.;Cacher les décisions relatives à la gestion des esclaves;;;Ocultar las decisiones relativas a la gestión de tus esclavos;;;;;;;;;x
enslave_prisoner;Enslave Prisoner;Asservir prisonnier;;;Esclavizar prisionero;;;;;;;;;x
enslave_prisoner_desc;So long as [Root.GetTitledFirstNameWithDynastyAndTitleNoRegnal] is in your custody, perhaps [Root.GetSheHe] could be put to more practical use than simply rotting in a cell.;Vu que [Root.GetTitledFirstNameWithDynastyAndTitleNoRegnal] est sous votre garde, peut-être pourrait-[Root.GetSheHe] servir à autre chose qu'à pourrir dans une cellule. ;;;Viendo que [Root.GetTitledFirstNameWithDynastyAndTitleNoRegnal] está bajo tu custodia durante mucho tiempo, quizás podría servir para otra cosa que estar pudriéndose en una celda.;;;;;;;;;x
sell_prisoner;Sell Into Slavery;Vendre en tant qu'esclave;;;Vender como esclavo;;;;;;;;;x
sell_prisoner_desc;One of your prisoners, [Root.GetTitledFirstNameWithDynastyAndTitleNoRegnal] [Root.GetOnlyDynastyName], isn't doing you much good in your dungeons, and nobody would miss [Root.GetHerHim] if [Root.GetSheHe] were to disappear. Perhaps you could get a bit of quick cash for your troubles?;L'un de vos prisonniers, [Root.GetTitledFirstNameWithDynastyAndTitleNoRegnal], ne sert pas à grand-chose dans vos donjons, et ne manquera à personne si [Root.GetSheHe] venait à disparaître. Peut-être pourriez vous vous faire un peu d'agent ? ;;;Uno de tus prisioneros, [Root.GetTitledFirstNameWithDynastyAndTitleNoRegnal], no sirve de mucho en tus mazmorras, y nadie lo echará de menos si desaparece. Tal vez podrías hacer un poco de dinero?;;;;;;;;;x
sell_slave;Sell Slave;Vendre esclave;;;Vender esclavo;;;;;;;;;x
sell_slave_desc;If [Root.GetTitledFirstNameWithDynastyAndTitleNoRegnal] [Root.GetOnlyDynastyName] is not serving your needs adequately, perhaps a slave trader would be willing to buy [Root.GetHerHim];Si [Root.GetTitledFirstNameWithDynastyAndTitleNoRegnal] ne vous sert à rien, peut-être qu'un marchand d'esclaves voudra l'acheter. ;;;Si [Root.GetTitledFirstNameWithDynastyAndTitleNoRegnal] ne te sirve para nada, tal vez un mercader de esclavos quiera comprarlo. ;;;;;;;;;x
TOOLTIPSELLSLAVEUNSULLIED;[Root.GetTitledFirstNameWithDynastyAndTitleNoRegnal] is NOT an Unsullied warrior\n;[Root.GetTitledFirstNameWithDynastyAndTitleNoRegnal] n'est PAS un immaculé\n;;;[Root.GetTitledFirstNameWithDynastyAndTitleNoRegnal] no es un Inmaculado\n;;;;;;;;;x
TOOLTIPSELLSLAVETRADER;At least one slave trader is available to sell to\n;Au moins un marchand d'esclave peut l'acheter\n;;;Al menos un mercader de esclavos puede comprarlo\n;;;;;;;;;x
TOOLTIPSELLSLAVENOCROWNLAW;[This.GetTitledFirstName] has no crown law title\n;[This.GetTitledFirstName] n'a pas de titre avec cette loi de la couronne\n;;;[This.GetTitledFirstName] no tiene título con ley de la Corona\n;;;;;;;;;x
TOOLTIPSELLSLAVENOTSELLING;[This.GetTitledFirstName] is not in the process of selling a slave\n;[This.GetTitledFirstName] n'est pas en train de vendre un esclave\n;;;[This.GetTitledFirstName] no está en el proceso de venta de un esclavo\n;;;;;;;;;x
lash_slave;Lash Slave;Fouetter esclave;;;Fustigar a un esclavo;;;;;;;;;x
lash_slave_desc;Have the guards bring [Root.GetTitledFirstNameWithDynastyAndTitleNoRegnal] [Root.GetOnlyDynastyName] up from [Root.GetHerHis] quarters and lash [Root.GetHerHim]. You may not have just cause, but sometimes an example must be made.;Ordonner aux gardes de faire sortir [Root.GetTitledFirstNameWithDynastyAndTitleNoRegnal] de ses quartiers et de le(a) foutter. Cela n'est peut-être pas juste, mais parfois il faut faire des exemples. ;;;Ordenar a los guardias sacar a [Root.GetTitledFirstNameWithDynastyAndTitleNoRegnal] [Root.GetOnlyDynastyName] de su cuarto y fustigarle. Tal vez no sea justo, pero a veces hay que dar ejemplo. ;;;;;;;;;x
breed_slave;Breed Slave;Faire s'accoupler avec un(e) autre esclave;;;Procrear esclavos;;;;;;;;;x
breed_slave_desc;Good slaves can be hard to find. Fortunately, slaves are a renewable resource. So you can try and breed [Root.GetTitledFirstNameWithDynastyAndTitleNoRegnal] [Root.GetOnlyDynastyName] with another slave.;De bons esclaves peuvent être durs à trouver. Heureusement, les esclaves sont une ressource renouvelable. On peut donc essayer d'accoupler [Root.GetTitledFirstNameWithDynastyAndTitleNoRegnal] [Root.GetOnlyDynastyName] avec un(e) autre esclave.;;;Los buenos esclavos pueden ser difíciles de encontrar. Afortunadamente, los esclavos son un recurso renovable.;;;;;;;;;x
TOOLTIPBREEDSLAVEAVAILABLE;[From.GetTitledFirstName] owns at least one slave that can possibly breed with [Root.GetFirstName]\n;[From.GetTitledFirstName] détient au moins un(e) une esclave qui peut s'accoupler avec [Root.GetFirstName]\n;;;[From.GetTitledFirstName] posee al menos un esclavo que pueda procrear con [Root.GetFirstName]\n;;;;;;;;;x
stop_breeding_slave;Stop Breeding Slave;Arrêter l'accouplement avec un(e) autre esclave;;;Detener la procreación de esclavos;;;;;;;;;x
stop_breeding_slave_desc;Cancel the breeding between [Root.GetFirstName] and [Root.Spouse.GetFirstName].;Annule l'accouplement entre [Root.GetFirstName] et [Root.Spouse.GetFirstName].;;;Anula la procreación entre [Root.GetFirstName] y [Root.Spouse.GetFirstName].;;;;;;;;;x
EVTTOOLTIPSLAVERY0;[This.GetTitledFirstNameWithDynastyAndTitleNoRegnal] will be set free.;[This.GetTitledFirstNameWithDynastyAndTitleNoRegnal] va être affranchi(e).;;;[This.GetTitledFirstNameWithDynastyAndTitleNoRegnal] será puesto en libertad.;;;;;;;;;x
EVTDESCSLAVERY1;Your former slave, [From.GetTitledFirstNameWithDynastyAndTitleNoRegnal], has managed to leave your service and is now a free [From.GetManWoman].;Votre ancien(ne) esclave, [From.GetTitledFirstNameWithDynastyAndTitleNoRegnal], est parvenu(e) à quitter votre service et est maintenant un(e) [From.GetManWoman] libre.;;;Tu antiguo esclavo, [From.GetTitledFirstNameWithDynastyAndTitleNoRegnal], ha conseguido abandonar tu servicio y ahora es un hombre libre.;;;;;;;;;x
EVTOPTASLAVERY1;So be it.;Bien.;;;Bien.;;;;;;;;;x
